gameId,playId,action_time,event
2021090900,97,3.20000004768372,autoevent_passforward
2021090900,137,2.59999990463257,pass_forward
2021090900,187,2,autoevent_passforward
2021090900,282,3.20000004768372,pass_forward
2021090900,349,2.59999990463257,autoevent_passforward
2021090900,410,1.60000014305115,pass_forward
2021090900,434,1.69999980926514,pass_forward
2021090900,456,2.5,pass_forward
2021090900,480,3.40000009536743,pass_forward
2021090900,509,2.70000004768372,pass_forward
2021090900,559,2.40000009536743,pass_forward
2021090900,583,2,pass_forward
2021090900,687,2.20000004768372,pass_forward
2021090900,735,3.79999995231628,autoevent_passforward
2021090900,764,2.5,autoevent_passforward
2021090900,788,1.29999995231628,autoevent_passforward
2021090900,869,2.5,autoevent_passforward
2021090900,925,2.79999995231628,autoevent_passforward
2021090900,947,3.79999995231628,pass_forward
2021090900,1078,2.70000004768372,autoevent_passforward
2021090900,1203,2.39999985694885,pass_forward
2021090900,1227,1.60000014305115,autoevent_passforward
2021090900,1267,3.09999990463257,pass_forward
2021090900,1312,2.89999985694885,pass_forward
2021090900,1368,2.40000009536743,pass_forward
2021090900,1392,2.79999995231628,pass_forward
2021090900,1425,5.70000004768372,pass_forward
2021090900,1506,5.19999980926514,pass_forward
2021090900,1563,2.69999980926514,pass_forward
2021090900,1587,2.5,pass_forward
2021090900,1687,3.20000004768372,pass_forward
2021090900,1726,2.19999980926514,pass_forward
2021090900,1776,2.79999995231628,autoevent_passforward
2021090900,1918,2.20000004768372,pass_forward
2021090900,1940,2.69999980926514,pass_forward
2021090900,2008,1.80000019073486,pass_forward
2021090900,2032,3.40000009536743,autoevent_passforward
2021090900,2088,1.90000009536743,autoevent_passforward
2021090900,2129,3.09999990463257,pass_forward
2021090900,2169,2.10000014305115,pass_forward
2021090900,2211,3.09999990463257,autoevent_passforward
2021090900,2233,2.5,autoevent_passforward
2021090900,2257,2.59999990463257,pass_forward
2021090900,2279,5.30000019073486,qb_sack
2021090900,2397,4.20000004768372,pass_forward
2021090900,2419,1.89999985694885,autoevent_passforward
2021090900,2441,4.70000004768372,autoevent_passforward
2021090900,2530,2.30000019073486,autoevent_passforward
2021090900,2554,2.10000014305115,autoevent_passforward
2021090900,2632,2.90000009536743,pass_forward
2021090900,2656,1.80000019073486,pass_forward
2021090900,2678,3,autoevent_passforward
2021090900,2735,2.10000014305115,pass_forward
2021090900,2780,3.59999990463257,pass_forward
2021090900,2871,2.79999995231628,pass_forward
2021090900,2893,1.80000019073486,pass_forward
2021090900,2915,3.10000014305115,pass_forward
2021090900,3014,3.40000009536743,autoevent_passforward
2021090900,3062,2.59999990463257,pass_forward
2021090900,3110,7.70000004768372,autoevent_passforward
2021090900,3134,2.09999990463257,pass_forward
2021090900,3216,2.20000004768372,autoevent_passforward
2021090900,3261,1.79999995231628,autoevent_passforward
2021090900,3306,1.80000019073486,autoevent_passforward
2021090900,3330,3.59999990463257,autoevent_passforward
2021090900,3364,2.60000014305115,pass_forward
2021090900,3406,16.5999999046326,autoevent_passforward
2021090900,3462,1.5,pass_forward
2021090900,3588,1.90000009536743,autoevent_passforward
